annee;mois;jour;heure;val_PM10;VV10.x;VV10.y;PM10_modele
2016;8;21;18;63;11.22;9.64;9.5
2016;8;21;19;50;11.7;9.07;9.5
2016;8;21;20;29;11.68;10.09;9.6
2016;8;21;21;32;9.97;10.76;10
2016;8;21;22;18;8.54;10.82;10.6
2016;8;21;23;17;8.93;9.25;10.9
2016;8;22;0;14;3.61;2.08;16.8
2016;8;22;1;22;4.77;1.92;23.8
2016;8;22;2;20;4.13;1.94;25.1
2016;8;22;3;20;3.89;1.23;27.4
2016;8;22;4;15;5.74;3.4;28.2
2016;8;22;5;19;4.31;2.9;14
2016;8;22;6;18;4.12;2.66;15.1
2016;8;22;7;62;2.73;2.46;10.9
2016;8;22;8;60;0.59;2.74;9
2016;8;22;9;52;3.08;3.03;8.4
2016;8;22;10;40;5.66;3.21;8.4
2016;8;22;11;33;6.18;2.42;9.2
2016;8;22;12;31;5.56;3.79;10.1
2016;8;22;13;25;4.84;5.11;10.6
2016;8;22;14;29;4.31;4.71;11
2016;8;22;15;20;3.75;4.52;11.1
2016;8;22;16;16;3.13;4.08;11
2016;8;22;17;17;2.53;3.48;11
2016;8;22;18;20;1.92;2.87;11.3
2016;8;22;19;20;1.38;2.02;12.1
2016;8;22;20;20;1.02;0.75;13
2016;8;22;21;27;1.05;0.4;14.3
2016;8;22;22;29;1.35;1.43;15.8
2016;8;22;23;18;1.15;1.28;15.8
2016;8;23;0;23;1.7;1.89;20.7
2016;8;23;1;17;1.85;1.81;24.2
2016;8;23;2;20;1.93;2.15;24.3
2016;8;23;3;17;2.29;2.38;23.7
2016;8;23;4;15;2.59;2.55;22.7
2016;8;23;5;21;2.56;3.12;17
2016;8;23;6;23;2.71;3.27;16.7
2016;8;23;7;45;2.84;1.82;11.4
2016;8;23;8;21;3.79;1.47;8.8
2016;8;23;9;41;3.83;2.61;8.1
2016;8;23;10;42;4.13;2.9;8.1
2016;8;23;11;0;0;0;0
2016;8;23;12;0;0;0;0
2016;8;23;13;0;0;0;0
2016;8;23;14;0;0;0;0
2016;8;23;15;0;0;0;0
2016;8;23;16;0;0;0;0
2016;8;23;17;0;0;0;0
2016;8;23;18;0;0;0;0
2016;8;23;19;16;1.46;1.07;9.3
2016;8;23;20;9;1.48;0.53;10.8
2016;8;23;21;14;2.01;0.32;13.6
2016;8;23;22;21;2.56;0.4;16.6
2016;8;23;23;18;3.05;1.2;16
2016;8;24;0;15;2.15;1.91;23.2
2016;8;24;1;19;3.42;1.75;19.4
2016;8;24;2;16;3.28;1.68;20.4
2016;8;24;3;11;2.94;1.82;22.5
2016;8;24;4;16;2.54;1.87;23.5
2016;8;24;5;17;2.7;2.14;17.2
2016;8;24;6;23;2.67;2.57;17.9
2016;8;24;7;21;2.94;1.82;14.2
2016;8;24;8;24;3.54;1.4;10.5
2016;8;24;9;73;4.22;1.74;9.7
2016;8;24;10;83;4.28;2.69;9
2016;8;24;11;24;4.08;4.31;8.6
2016;8;24;12;51;3.67;5.15;8.7
2016;8;24;13;29;2.78;4.81;8.9
2016;8;24;14;25;2.52;4.43;9.1
2016;8;24;15;26;2.49;4.25;9.3
2016;8;24;16;14;2.35;3.65;9.5
2016;8;24;17;19;1.53;2.92;9.6
2016;8;24;18;15;1.26;1.81;10.4
2016;8;24;19;19;0.79;0.76;11.4
2016;8;24;20;24;1.65;0.48;12.5
2016;8;24;21;25;2.17;0.64;14.3
2016;8;24;22;18;2.46;1.19;15.3
2016;8;24;23;15;3.15;1.88;14.4
2016;8;25;0;16;3.18;1.95;21.1
2016;8;25;1;15;2.89;2.04;19.2
2016;8;25;2;12;2.64;2.02;18.2
2016;8;25;3;16;2.36;2.25;18.3
2016;8;25;4;10;2.41;2.85;19.2
2016;8;25;5;16;3.07;2.66;18.5
2016;8;25;6;21;3.48;2.97;17.2
2016;8;25;7;23;2.93;2.82;14.6
2016;8;25;8;23;3.46;1.46;12.9
2016;8;25;9;20;3.35;1.76;11.7
2016;8;25;10;25;3.21;2.2;11.2
2016;8;25;11;22;3.49;2.96;11.3
2016;8;25;12;18;4.05;4.75;11.6
2016;8;25;13;14;2.9;4.85;12.5
2016;8;25;14;16;2.72;4.33;12.9
2016;8;25;15;14;2.16;4.04;12.8
2016;8;25;16;13;1.66;3.71;12.8
2016;8;25;17;21;1.05;2.5;12.9
2016;8;25;18;18;0.84;1.18;13.8
2016;8;25;19;13;0.7;1.28;15.4
2016;8;25;20;12;0.12;1.03;18
2016;8;25;21;19;0.97;0.88;20.9
2016;8;25;22;18;1.19;1.05;21.7
2016;8;25;23;18;1.93;1.21;20.5
2016;8;26;0;17;1.95;1.65;10.4
2016;8;26;1;13;2.04;1.12;11
2016;8;26;2;12;1.75;0.49;11.2
2016;8;26;3;15;1.47;1.45;11.4
2016;8;26;4;18;1.69;2.89;11.4
2016;8;26;5;15;2.92;3.35;17.7
2016;8;26;6;22;3.44;3.35;18.7
2016;8;26;7;23;3.71;2.31;16.4
2016;8;26;8;30;3.48;0.98;14.6
2016;8;26;9;70;3.89;2.25;14.8
2016;8;26;10;42;4.44;3.06;15.4
2016;8;26;11;26;7.03;4.72;16
2016;8;26;12;28;6.85;5.96;15.1
2016;8;26;13;48;6.64;6.29;14.3
2016;8;26;14;23;6.46;6.64;13.8
2016;8;26;15;20;5.1;5.88;13.8
2016;8;26;16;22;3.52;4.43;13.9
2016;8;26;17;22;1.86;3.52;14.1
2016;8;26;18;26;0.15;2.32;14.7
2016;8;26;19;23;0.23;1.3;15.8
2016;8;26;20;25;0.65;0.48;17.2
2016;8;26;21;30;1.19;0.57;19
2016;8;26;22;28;1.7;0.5;21.5
2016;8;26;23;30;1.73;0.87;22.1
2016;8;27;0;27;3.16;1.64;10.6
2016;8;27;1;29;2.12;0.93;11.9
2016;8;27;2;21;1.81;1.07;12.3
2016;8;27;3;27;1.77;1.42;12.7
2016;8;27;4;29;1.96;1.71;13.2
2016;8;27;5;23;1.91;2.84;18.4
2016;8;27;6;27;2.17;3.04;19
2016;8;27;7;25;1.95;2.32;17.6
2016;8;27;8;22;1.49;0.94;14.8
2016;8;27;9;19;2.51;1.15;15.6
2016;8;27;10;17;2.85;2.96;15.8
2016;8;27;11;19;4.22;5.11;16
2016;8;27;12;26;5.03;6.03;15.6
2016;8;27;13;16;6.41;6.31;17.1
2016;8;27;14;16;6.57;6.13;17.7
2016;8;27;15;11;5.6;5.76;17
2016;8;27;16;16;4.62;5.33;15.6
2016;8;27;17;16;3.99;4.28;15.1
2016;8;27;18;15;3.3;3.03;15
2016;8;27;19;23;2.67;2.41;15.2
2016;8;27;20;18;1.96;2.1;16.6
2016;8;27;21;12;1.66;1.83;19.2
2016;8;27;22;13;1.92;1.42;20.4
2016;8;27;23;14;0.59;1.25;21.4
2016;8;28;0;19;1.65;0.88;14
2016;8;28;1;16;0.65;0.92;15.2
2016;8;28;2;19;0.9;0.77;15.9
2016;8;28;3;23;0.86;0.83;16.5
2016;8;28;4;18;0.43;0.76;16.7
2016;8;28;5;20;1.69;0.31;22.9
2016;8;28;6;18;1.47;0.49;24.4
2016;8;28;7;17;1.81;0.43;23.5
2016;8;28;8;19;1.94;1.1;19.3
2016;8;28;9;12;2.77;1.61;16.7
2016;8;28;10;15;4.03;1.69;14.3
2016;8;28;11;12;4.61;1.82;13
2016;8;28;12;10;4.76;2.85;13.4
2016;8;28;13;9;4.67;4.14;14.2
2016;8;28;14;14;4.49;4.7;14.3
2016;8;28;15;12;4.06;4.6;13.9
2016;8;28;16;13;3.56;4.29;13.6
2016;8;28;17;12;3.1;3.79;13.8
2016;8;28;18;17;2.53;3.01;14.6
2016;8;28;19;9;1.59;2.18;15.1
2016;8;28;20;20;1.76;1.47;16.5
2016;8;28;21;12;2.14;2.08;18.3
2016;8;28;22;11;1.66;1.46;17.4
2016;8;28;23;13;1.99;0.65;9.5
2016;8;29;0;9;1.48;0.76;17.7
2016;8;29;1;15;2.69;1.59;14.6
2016;8;29;2;26;3.45;1.89;14.8
2016;8;29;3;20;3.95;2.94;15.4
2016;8;29;4;27;4.39;2.43;16
2016;8;29;5;35;4.08;2.53;30.5
2016;8;29;6;30;4.56;2.9;28.7
2016;8;29;7;59;4.43;2.9;22.8
2016;8;29;8;39;4.76;3.24;21.4
2016;8;29;9;53;5.39;3.26;19.5
2016;8;29;10;51;6.85;4.87;17
2016;8;29;11;36;6.99;5.59;15.4
2016;8;29;12;34;7.73;6.35;14.3
2016;8;29;13;70;7.96;7.08;14.3
2016;8;29;14;67;8.78;8;14.7
2016;8;29;15;57;7.93;8.1;14.2
2016;8;29;16;24;7.73;7.88;13.4
2016;8;29;17;19;7.28;8.11;13.2
2016;8;29;18;27;6.88;7.31;14.2
2016;8;29;19;21;6.32;6.66;14.5
2016;8;29;20;30;6.44;6.15;13.9
2016;8;29;21;19;6.59;6.23;12.9
2016;8;29;22;17;7.01;6.54;12
2016;8;29;23;14;7.4;6.53;11.6
2016;8;30;0;14;6.32;6.84;16.4
2016;8;30;1;13;7.17;6.8;15.7
2016;8;30;2;13;7.01;6.79;16.4
2016;8;30;3;7;6.69;6.57;17.4
2016;8;30;4;6;6.36;6.01;17.6
2016;8;30;5;11;3.04;3.79;16.5
2016;8;30;6;125;1.71;3.09;18.6
2016;8;30;7;44;1.22;2.53;16.4
2016;8;30;8;47;1.67;2.18;14.6
2016;8;30;9;52;1.28;2.56;11.5
2016;8;30;10;40;1.74;3.07;11.2
2016;8;30;11;36;2.32;3.59;12
2016;8;30;12;35;2.81;2.87;11.9
2016;8;30;13;25;1.85;2.55;11.8
2016;8;30;14;26;2.61;3.47;11.2
2016;8;30;15;28;2.76;2.37;11.3
2016;8;30;16;22;3.6;1.52;12.3
2016;8;30;17;15;4.54;1.13;12
2016;8;30;18;13;4.07;1.42;11.5
2016;8;30;19;18;3.55;1.06;11.8
2016;8;30;20;18;2.49;0.89;12.8
2016;8;30;21;20;1.88;2.3;15.2
2016;8;30;22;19;2.14;2.74;17.7
2016;8;30;23;13;2.36;2.66;18.5
2016;8;31;0;63;3.23;1.81;17.2
2016;8;31;1;26;2.91;2.07;17.4
2016;8;31;2;39;2.43;3.32;16.6
2016;8;31;3;41;2.91;5.24;16.6
2016;8;31;4;27;2.93;5.52;16.6
2016;8;31;5;24;3.17;5.29;15.6
2016;8;31;6;23;3.33;4.51;14.4
2016;8;31;7;18;3.06;3.78;11.4
2016;8;31;8;17;2.86;2.91;10.9
2016;8;31;9;16;2.76;1.68;11.4
2016;8;31;10;37;3.58;0.89;11.2
2016;8;31;11;29;6.05;1.81;10.4
2016;8;31;12;28;6.75;5.04;9.3
2016;8;31;13;33;5.95;4.64;8.7
2016;8;31;14;21;5.46;4.04;10.5
2016;8;31;15;19;4.47;4.17;12.4
2016;8;31;16;18;3.55;3.18;13.4
2016;8;31;17;28;2.67;2.05;14.3
2016;8;31;18;21;1.83;2.21;15.2
2016;8;31;19;18;1.02;1.57;15.8
2016;8;31;20;21;0.4;0.83;16.3
2016;8;31;21;18;0.74;0.36;17.1
2016;8;31;22;26;1.75;0.51;18.3
2016;8;31;23;26;2.91;0.99;20.2
2016;9;1;0;28;3.14;1.6;20.6
2016;9;1;1;22;4.4;1.42;22.2
2016;9;1;2;20;4.07;1.21;21.8
2016;9;1;3;20;4.25;1.42;20.7
2016;9;1;4;24;4.48;1.6;19.3
2016;9;1;5;15;1.33;1.48;17.8
2016;9;1;6;23;1.37;1.28;19.2
2016;9;1;7;39;1.61;1.33;17.2
2016;9;1;8;36;1.2;1.81;14.5
2016;9;1;9;73;1.39;2.24;13.4
2016;9;1;10;41;2.93;3.13;12.8
2016;9;1;11;35;4.64;2.9;12.6
2016;9;1;12;40;5.13;3.2;14
2016;9;1;13;47;5.66;3.55;16.1
2016;9;1;14;29;5.82;4.29;17.1
2016;9;1;15;22;5.77;5.29;16
2016;9;1;16;30;5.63;5.47;14
2016;9;1;17;19;5.86;4.99;13.1
2016;9;1;18;24;5.96;4.59;12.8
2016;9;1;19;20;6.25;3.76;13.3
2016;9;1;20;23;5.68;3.78;14.3
2016;9;1;21;30;4.94;3.24;15.7
2016;9;1;22;13;3.82;3.19;17.1
2016;9;1;23;13;3.55;2.79;17.6
2016;9;2;0;25;3.93;1.15;21.2
2016;9;2;1;14;2.56;2.76;24.5
2016;9;2;2;18;2.62;2.71;25.1
2016;9;2;3;17;2.26;2.66;24.4
2016;9;2;4;15;2.07;2.32;22.6
2016;9;2;5;25;2.46;2.05;15.1
2016;9;2;6;47;2.19;1.87;16.8
2016;9;2;7;29;1.68;2.15;15.7
2016;9;2;8;42;1.43;2.52;14.2
2016;9;2;9;61;2.39;3.33;13.7
2016;9;2;10;50;2.79;3.2;13.1
2016;9;2;11;28;2.44;2.78;13.2
2016;9;2;12;24;2.71;2.58;15.3
2016;9;2;13;28;3.57;3.42;16.6
2016;9;2;14;35;4.95;3.93;15.6
2016;9;2;15;34;5.28;5.9;14
2016;9;2;16;33;5.56;5.82;13.1
2016;9;2;17;30;5.19;5.04;12.6
2016;9;2;18;25;4.64;3.5;12.5
2016;9;2;19;17;4.36;2.05;12.2
2016;9;2;20;18;3.97;1.66;12.3
2016;9;2;21;17;4.33;1.38;12.6
2016;9;2;22;20;4.48;1.23;13.3
2016;9;2;23;22;3.75;0.9;14.2
2016;9;3;0;21;2.56;0.52;21.6
2016;9;3;1;20;2.73;1.23;11.3
2016;9;3;2;20;2.51;1.66;17
2016;9;3;3;17;2.78;1.9;31.4
2016;9;3;4;18;2.62;1.65;30.7
2016;9;3;5;21;1.44;0.85;15.3
2016;9;3;6;32;1.7;0.86;16.1
2016;9;3;7;26;1.56;1.05;15.3
2016;9;3;8;28;0.52;1.34;13.4
2016;9;3;9;54;1.33;1.79;12.8
2016;9;3;10;35;2.58;2.19;12.3
2016;9;3;11;26;3.16;2.32;12.2
2016;9;3;12;32;3.89;2.37;14.4
2016;9;3;13;32;4.79;3.09;17.3
2016;9;3;14;28;4.97;4.26;15.9
2016;9;3;15;21;4.6;4.71;13.2
2016;9;3;16;24;4.06;4.42;12.1
2016;9;3;17;23;3.53;3.74;11.7
2016;9;3;18;25;3.11;2.26;12.1
2016;9;3;19;20;2.42;1.62;13
2016;9;3;20;20;1.64;1.16;13.9
2016;9;3;21;25;1.69;1.14;15.2
2016;9;3;22;25;1.78;1.19;16.3
2016;9;3;23;25;2.11;1.6;16.5
2016;9;4;0;21;2.21;2.31;11.5
2016;9;4;1;17;1.71;2.21;11.7
2016;9;4;2;20;1.64;1.47;12.1
2016;9;4;3;18;1.09;1.99;12.3
2016;9;4;4;18;1.19;1.73;12.7
2016;9;4;5;19;0.5;1.89;16.6
2016;9;4;6;23;0.4;1.28;17.2
2016;9;4;7;25;1.07;0.92;18.1
2016;9;4;8;26;1.41;0.63;15.4
2016;9;4;9;23;1.68;0.82;14.3
2016;9;4;10;32;2.31;1.53;13.2
2016;9;4;11;33;2.53;1.94;12.6
2016;9;4;12;40;3.14;2.68;12.4
2016;9;4;13;64;3.55;2.99;13.1
2016;9;4;14;34;3.8;3.01;14.7
2016;9;4;15;30;4.1;3.2;15.8
2016;9;4;16;25;3.6;2.71;16.7
2016;9;4;17;20;3.48;2.18;17.1
2016;9;4;18;24;3.26;1.94;17.1
2016;9;4;19;18;3.05;1.13;18
2016;9;4;20;17;3.61;1.52;18.7
2016;9;4;21;26;4.63;0.93;18.9
2016;9;4;22;21;4.14;0.46;20.1
2016;9;4;23;26;3.97;0.47;21.8
2016;9;5;0;24;2.76;2.13;16
2016;9;5;1;25;4.65;2.17;19.2
2016;9;5;2;19;4.37;2.48;19.5
2016;9;5;3;21;4.92;2.31;19.3
2016;9;5;4;20;5.31;3.08;18.4
2016;9;5;5;23;5.27;3.22;12.6
2016;9;5;6;23;5.74;3.47;12.4
2016;9;5;7;32;5.98;3.91;10.1
2016;9;5;8;33;6.14;4.94;8.7
2016;9;5;9;66;6.69;6.29;8.2
2016;9;5;10;75;7.49;7.13;8.2
2016;9;5;11;71;8.4;8.49;8.2
2016;9;5;12;139;9.33;9.45;7.8
2016;9;5;13;123;10.21;10.1;7.7
2016;9;5;14;168;11.15;10.29;7.7
2016;9;5;15;150;11.09;10.38;7.8
2016;9;5;16;78;10.51;10.36;7.9
2016;9;5;17;59;10.31;9.76;10.4
2016;9;5;18;92;10.18;9.41;14.5
2016;9;5;19;44;9.19;9.34;8.3
2016;9;5;20;25;8.53;9.58;7.7
2016;9;5;21;11;8.7;9.73;7.6
2016;9;5;22;12;7.21;7.4;8
2016;9;5;23;10;6.27;7.71;8.9
2016;9;6;0;6;4.86;5.71;16.3
2016;9;6;1;3;3.82;3.96;17.9
2016;9;6;2;2;3.06;3.44;14.9
2016;9;6;3;4;2.12;3.42;14.7
2016;9;6;4;18;1.83;2.85;14.4
2016;9;6;5;10;1.73;2.02;11.4
2016;9;6;6;25;1.4;1.71;14.6
2016;9;6;7;41;2.42;1.86;14
2016;9;6;8;47;2.58;1.59;9.6
2016;9;6;9;43;4.27;2.16;8.6
2016;9;6;10;52;6.72;2.28;8.5
2016;9;6;11;16;7.49;3;8.5
2016;9;6;12;16;6.24;5.48;8.3
2016;9;6;13;14;5.05;5.52;8.6
2016;9;6;14;16;4.45;4.79;8.6
2016;9;6;15;18;3.53;4.08;8.5
2016;9;6;16;12;3.28;4.82;8.6
2016;9;6;17;17;3.28;3.96;8.8
2016;9;6;18;25;3.21;3.25;9.3
2016;9;6;19;14;2.55;2.55;9.5
2016;9;6;20;17;1.61;1.42;10
2016;9;6;21;27;1.13;0.7;10.9
2016;9;6;22;25;0.99;1.25;12.3
2016;9;6;23;16;1.36;1.29;14.5
2016;9;7;0;12;1.44;2.26;12.6
2016;9;7;1;9;2.35;2.15;18.7
2016;9;7;2;12;2.31;2.87;18.5
2016;9;7;3;16;2.39;2.88;17.3
2016;9;7;4;8;2.51;3.2;16.4
2016;9;7;5;10;6.04;2.68;12.8
2016;9;7;6;12;5.47;1.64;12.4
2016;9;7;7;156;5.16;1.85;10.4
2016;9;7;8;20;6.2;1.12;9.7
2016;9;7;9;13;7.33;0.9;9.4
2016;9;7;10;24;6.8;1.6;9.4
2016;9;7;11;15;6.98;4.39;9.5
2016;9;7;12;11;7.19;4.81;9.3
2016;9;7;13;22;7.1;5.44;9.2
2016;9;7;14;19;6.49;5.88;9.6
2016;9;7;15;12;5.19;5.62;10.4
2016;9;7;16;18;4.08;4.97;11
2016;9;7;17;16;2.6;3.77;11.4
2016;9;7;18;13;1.7;2.57;11.8
2016;9;7;19;15;0.67;1.63;11.8
2016;9;7;20;21;0.96;0.88;11.4
2016;9;7;21;25;2.07;0.95;12.2
2016;9;7;22;23;3.14;1.25;15.4
2016;9;7;23;20;3.81;2.13;17.1
2016;9;8;0;11;3.26;1.79;15.3
2016;9;8;1;11;4.43;2.16;16
2016;9;8;2;16;4.98;1.47;15.7
2016;9;8;3;19;4.96;1.66;14.9
2016;9;8;4;24;4.9;1.72;14.4
2016;9;8;5;23;4.31;1.63;16.9
2016;9;8;6;38;4.46;2.14;18.6
2016;9;8;7;40;4.66;1.71;14.9
2016;9;8;8;50;3.91;1.87;13.4
2016;9;8;9;62;3.08;2.48;12.7
2016;9;8;10;31;2.98;2.44;12.5
2016;9;8;11;25;5.4;2.54;12.9
2016;9;8;12;30;5.92;2.69;14.2
2016;9;8;13;31;6.58;4.92;13.4
2016;9;8;14;29;6.76;5.59;12.7
2016;9;8;15;15;6.4;5.31;12.6
2016;9;8;16;16;5.92;4.58;12.5
2016;9;8;17;13;4.87;3.54;12.6
2016;9;8;18;13;4.04;2.49;13
2016;9;8;19;10;3.26;1.28;13.9
2016;9;8;20;16;2.49;1.71;14.7
2016;9;8;21;24;1.88;1.96;15.8
2016;9;8;22;19;2.36;1.7;17.5
2016;9;8;23;18;2.08;1.32;19
2016;9;9;0;20;1.57;1.15;16.5
2016;9;9;1;14;2.38;1.88;15.6
2016;9;9;2;18;3.29;1.54;15.1
2016;9;9;3;18;3.5;2.09;15.1
2016;9;9;4;16;3.02;2.18;14.5
2016;9;9;5;56;2.4;1.77;18.9
2016;9;9;6;27;1.68;1.89;22
2016;9;9;7;36;1.76;1.08;22.9
2016;9;9;8;18;3.31;0.24;16.7
2016;9;9;9;22;3.86;1.21;15.6
2016;9;9;10;0;0;0;0
2016;9;9;11;0;0;0;0
2016;9;9;12;0;0;0;0
2016;9;9;13;0;0;0;0
2016;9;9;14;0;0;0;0
2016;9;9;15;0;0;0;0
2016;9;9;16;0;0;0;0
2016;9;9;17;0;0;0;0
2016;9;9;18;0;0;0;0
2016;9;9;19;0;0;0;0
2016;9;9;20;0;0;0;0
2016;9;9;21;0;0;0;0
2016;9;9;22;0;0;0;0
2016;9;9;23;0;0;0;0
2016;9;10;0;0;0;0;0
2016;9;10;1;0;0;0;0
2016;9;10;2;0;0;0;0
2016;9;10;3;0;0;0;0
2016;9;10;4;0;0;0;0
2016;9;10;5;21;1.52;1.2;17.5
2016;9;10;6;19;1.7;1.05;18.6
2016;9;10;7;24;1.37;0.51;19.8
2016;9;10;8;20;1.48;0.27;18.1
2016;9;10;9;16;2.13;1.38;15.4
2016;9;10;10;22;2.25;2.26;14.5
2016;9;10;11;24;2.57;3.15;14.1
2016;9;10;12;27;2.82;3.71;13.9
2016;9;10;13;26;3.04;4.16;14.3
2016;9;10;14;21;2.45;3.82;14.3
2016;9;10;15;23;2.43;3.8;14.2
2016;9;10;16;38;2;3.39;14.2
2016;9;10;17;33;1.89;2.44;14.7
2016;9;10;18;40;1.55;1.65;16
2016;9;10;19;40;1.43;0.88;17.5
2016;9;10;20;30;1.63;0.7;18.3
2016;9;10;21;36;1.72;0.16;19.9
2016;9;10;22;36;2.37;0.99;20.7
2016;9;10;23;31;2.98;1.59;21.3
2016;9;11;0;0;0;0;0
2016;9;11;1;0;0;0;0
2016;9;11;2;0;0;0;0
2016;9;11;3;0;0;0;0
2016;9;11;4;0;0;0;0
2016;9;11;5;0;0;0;0
2016;9;11;6;0;0;0;0
2016;9;11;7;0;0;0;0
2016;9;11;8;0;0;0;0
2016;9;11;9;0;0;0;0
2016;9;11;10;0;0;0;0
2016;9;11;11;0;0;0;0
2016;9;11;12;0;0;0;0
2016;9;11;13;0;0;0;0
2016;9;11;14;0;0;0;0
2016;9;11;15;0;0;0;0
2016;9;11;16;0;0;0;0
2016;9;11;17;0;0;0;0
2016;9;11;18;0;0;0;0
2016;9;11;19;0;0;0;0
2016;9;11;20;0;0;0;0
2016;9;11;21;0;0;0;0
2016;9;11;22;0;0;0;0
2016;9;11;23;0;0;0;0
2016;9;12;0;0;0;0;0
2016;9;12;1;0;0;0;0
2016;9;12;2;0;0;0;0
2016;9;12;3;0;0;0;0
2016;9;12;4;0;0;0;0
2016;9;12;5;45;2.25;1.8;25
2016;9;12;6;36;2.12;2.39;24.5
2016;9;12;7;38;2.4;2.2;21.2
2016;9;12;8;43;3.97;2.44;17.6
2016;9;12;9;95;4.3;2.6;15.7
2016;9;12;10;62;5.22;4.4;14.7
2016;9;12;11;44;6.28;5.75;13.7
2016;9;12;12;37;6.5;6.21;13.5
2016;9;12;13;34;6.28;6.21;14
2016;9;12;14;64;5.67;6.05;14.4
2016;9;12;15;31;4.92;5.81;14.9
2016;9;12;16;33;4.31;5.42;15.5
2016;9;12;17;32;3.68;4.92;15.9
2016;9;12;18;37;3.49;4.24;16.6
2016;9;12;19;29;3.28;3.19;17.5
2016;9;12;20;29;3.15;1.88;18.8
2016;9;12;21;28;2.55;1.1;20.3
2016;9;12;22;30;2.04;0.92;21.7
2016;9;12;23;31;1.97;1.1;22.8
2016;9;13;0;33;1.08;1.25;17.1
2016;9;13;1;24;1.79;1.67;15.2
2016;9;13;2;25;1.63;2.13;14.8
2016;9;13;3;15;1.7;2.02;14.7
2016;9;13;4;23;2.12;2.48;15.8
2016;9;13;5;22;2.74;2.38;20.1
2016;9;13;6;27;2.87;2.62;21.9
2016;9;13;7;36;3.37;2.4;18.9
2016;9;13;8;44;4.77;2.82;17.5
2016;9;13;9;94;5.72;4.52;16.6
2016;9;13;10;43;6.79;4.94;15.5
2016;9;13;11;38;6.86;6.28;14.8
2016;9;13;12;42;6.64;7.21;14
2016;9;13;13;39;6.68;7.65;13.4
2016;9;13;14;41;6.69;7.44;12.9
2016;9;13;15;39;6.21;7.17;12.5
2016;9;13;16;39;5.78;6.61;12.6
2016;9;13;17;32;5.47;5.81;13.1
2016;9;13;18;29;5.22;4.93;13.7
2016;9;13;19;22;5.03;4.3;14.2
2016;9;13;20;22;4.97;4.03;14.8
2016;9;13;21;24;5.18;3.77;15.5
2016;9;13;22;21;5.12;3.7;16.1
2016;9;13;23;17;5.18;3.62;16.4
2016;9;14;0;23;5.98;4.39;18.2
2016;9;14;1;18;5.56;3.08;18.4
2016;9;14;2;14;5.69;3.3;18.5
2016;9;14;3;19;5.96;3.55;18.8
2016;9;14;4;23;5.65;3.46;18.1
2016;9;14;5;24;6.78;4.8;13.9
2016;9;14;6;36;7.34;4.15;14.9
2016;9;14;7;37;7.43;4.65;13.8
2016;9;14;8;28;7.58;5.72;11.9
2016;9;14;9;40;8.66;7.61;10.5
2016;9;14;10;32;9.32;7.91;10.1
2016;9;14;11;34;9.74;8.16;10
2016;9;14;12;31;9.81;8.41;10.2
2016;9;14;13;29;10.83;9.16;10.5
2016;9;14;14;18;11.36;9.93;10.5
2016;9;14;15;13;11.92;9.92;11.3
2016;9;14;16;16;12.77;10.32;11.1
2016;9;14;17;13;10.17;10.32;11.3
2016;9;14;18;14;10.07;8.15;11.1
2016;9;14;19;18;8.7;9.66;8.6
2016;9;14;20;19;6.29;8.6;6.2
2016;9;14;21;15;3.29;3.66;4.5
2016;9;14;22;15;2.72;3.4;4.3
2016;9;14;23;16;2.22;3.08;3.7
2016;9;15;0;15;3.55;2.67;23.4
2016;9;15;1;12;0.8;0.92;24.4
2016;9;15;2;12;0.72;1.02;22.1
2016;9;15;3;9;0.88;0.81;21.6
2016;9;15;4;11;0.94;0.21;21.1
2016;9;15;5;13;1.14;0.94;9.5
2016;9;15;6;28;0.8;0.97;12.1
2016;9;15;7;26;0.83;1.1;10.8
2016;9;15;8;8;0.88;0.51;7.4
2016;9;15;9;9;1.03;0.31;6.7
2016;9;15;10;10;1.72;1.33;6.9
2016;9;15;11;10;1.65;1.43;6.8
2016;9;15;12;14;2.44;2.79;6.9
2016;9;15;13;11;2.55;3.23;7
2016;9;15;14;17;2.65;2.81;7
2016;9;15;15;7;3.61;3.34;7.1
2016;9;15;16;12;4.34;3.48;7.4
2016;9;15;17;10;5.06;3.91;7.4
2016;9;15;18;8;6.02;3.87;7.4
2016;9;15;19;12;6.37;4.31;7.2
2016;9;15;20;8;6.06;5.16;7.3
2016;9;15;21;9;5.49;4.56;7.6
2016;9;15;22;11;6.12;2.82;7.7
2016;9;15;23;13;5.13;2.1;8.3
2016;9;16;0;8;2.39;0.93;30.7
2016;9;16;1;9;4.33;1.57;22.3
2016;9;16;2;9;3.65;1.31;20.6
2016;9;16;3;13;2.68;2.68;20.1
2016;9;16;4;9;1.43;3.88;20.2
2016;9;16;5;5;4.22;4.1;8.3
2016;9;16;6;8;4.23;1.96;9.9
2016;9;16;7;12;1.53;3.55;11.1
2016;9;16;8;13;1.41;3.78;8.5
2016;9;16;9;12;1.93;2.7;7.7
2016;9;16;10;12;2.21;0.89;7.6
2016;9;16;11;17;2.45;1.94;7.6
2016;9;16;12;8;3.48;2.43;7.4
2016;9;16;13;11;3.16;4.15;7.8
2016;9;16;14;12;3.61;4.2;7.9
2016;9;16;15;9;4.63;3.08;8
2016;9;16;16;16;4.56;2.49;8.5
2016;9;16;17;13;4.34;4.1;9.3
2016;9;16;18;17;4.73;3.42;10.1
2016;9;16;19;15;5.01;4.86;9
