annee;mois;jour;heure;val_PM10;VV10.x;VV10.y;PM10_modele
2016;9;16;20;10;5.56;5.53;7.1
2016;9;16;21;13;6.01;5.27;6
2016;9;16;22;13;6.5;6.18;5.4
2016;9;16;23;8;7.55;5.63;5.5
2016;9;17;0;9;9.26;7.2;22.9
2016;9;17;1;7;7.08;6.64;25.2
2016;9;17;2;9;7.28;5.85;25.3
2016;9;17;3;7;7.33;5.82;22.5
2016;9;17;4;6;7.29;5.74;21
2016;9;17;5;8;7.88;6.87;11.4
2016;9;17;6;8;7.56;7.48;8.7
2016;9;17;7;10;7.84;7.1;7.5
2016;9;17;8;11;8.4;7.26;6.6
2016;9;17;9;21;8.6;8.52;6.9
2016;9;17;10;26;8.85;9.16;7.9
2016;9;17;11;17;9.42;9.05;8.7
2016;9;17;12;14;9.95;9.42;8.9
2016;9;17;13;18;10.09;9.22;8.3
2016;9;17;14;13;10.31;9.33;7.9
2016;9;17;15;16;10.34;9.38;7.7
2016;9;17;16;16;10.01;9.96;8.4
2016;9;17;17;15;10.28;10.08;9.4
2016;9;17;18;16;9.98;10.41;9.9
2016;9;17;19;15;10.1;10.85;8.9
2016;9;17;20;13;10.58;10.46;8.2
2016;9;17;21;11;10.7;10.21;6.6
2016;9;17;22;10;10.43;10.21;5.8
2016;9;17;23;12;10.68;10.6;5.4
2016;9;18;0;9;11.12;10.46;19.8
2016;9;18;1;9;10.96;9.94;23.1
2016;9;18;2;12;10.95;10.07;22.3
2016;9;18;3;8;10.87;10.21;21.9
2016;9;18;4;6;11.17;10.24;22.1
2016;9;18;5;6;10.38;9.09;4.6
2016;9;18;6;4;11.34;9.78;4.9
2016;9;18;7;7;11.56;9.67;5.7
2016;9;18;8;7;11.57;10.28;5.8
2016;9;18;9;5;11.73;10.75;5.9
2016;9;18;10;2;11.95;11.11;6
2016;9;18;11;14;12.38;11.29;6.3
2016;9;18;12;10;11.77;11.28;6.5
2016;9;18;13;12;11.85;11.6;5.7
2016;9;18;14;19;12.26;10.96;5.9
2016;9;18;15;12;12.17;11.13;5.3
2016;9;18;16;15;12.14;11.19;4.4
2016;9;18;17;10;11.9;10.85;3.6
2016;9;18;18;8;12.19;9.48;3.1
2016;9;18;19;8;11.8;9.78;3
2016;9;18;20;9;11.83;10.43;3
2016;9;18;21;6;11.13;10.33;3.5
2016;9;18;22;3;10.59;9.68;3.9
2016;9;18;23;5;9.95;9.44;4.5
2016;9;19;0;7;10.36;8.72;13
2016;9;19;1;10;9.55;9.5;17.7
2016;9;19;2;8;8.83;9.42;18.3
2016;9;19;3;11;8.74;9.31;16.7
2016;9;19;4;21;8.73;8.54;15.7
2016;9;19;5;16;9.05;8.58;6.4
2016;9;19;6;24;9.16;8.01;7.2
2016;9;19;7;23;8.56;7.62;6.9
2016;9;19;8;23;7.25;7.25;6.1
2016;9;19;9;31;6.76;8.13;5.7
2016;9;19;10;40;7.32;8.98;5.8
2016;9;19;11;26;7.86;10.49;6.7
2016;9;19;12;27;8.5;10.74;8.6
2016;9;19;13;27;8.95;10.76;10.2
2016;9;19;14;29;9.21;10.9;11.2
2016;9;19;15;37;9.59;10.65;11.6
2016;9;19;16;38;9.4;10.45;12.1
2016;9;19;17;27;9.09;10.07;12.7
2016;9;19;18;22;8.9;9.02;12.9
2016;9;19;19;15;8.5;8.23;13
2016;9;19;20;19;8.49;7.23;12.8
2016;9;19;21;17;7.23;6.18;12.7
2016;9;19;22;25;6.87;5.85;12.6
2016;9;19;23;22;6.16;5.31;12.2
2016;9;20;0;22;5.21;4.35;7
2016;9;20;1;21;5.28;4.08;3.9
2016;9;20;2;20;4.58;3.1;4.3
2016;9;20;3;18;4.28;4.21;5.8
2016;9;20;4;59;3.87;3.87;7.1
2016;9;20;5;30;4.38;4.06;13.3
2016;9;20;6;36;4.04;3.98;14.1
2016;9;20;7;38;3.39;3.77;13
2016;9;20;8;43;2.34;4.25;12.1
2016;9;20;9;36;1.32;4.67;11.7
2016;9;20;10;87;1.96;4.48;11.6
2016;9;20;11;26;3.79;4.88;11.9
2016;9;20;12;29;4.85;5.36;12.5
2016;9;20;13;24;5.82;5.54;12.5
2016;9;20;14;26;5.99;5.63;12.4
2016;9;20;15;23;6.01;6.15;12.7
2016;9;20;16;31;5.64;6.42;13
2016;9;20;17;22;5.38;6.34;13.3
2016;9;20;18;20;5.57;5.92;14.1
2016;9;20;19;23;5.49;5.58;14.5
2016;9;20;20;22;5.24;5.07;14.8
2016;9;20;21;20;4.55;4.52;15.2
2016;9;20;22;23;3.99;4.27;15.7
2016;9;20;23;28;3.89;3.94;16.2
2016;9;21;0;50;2.79;3.2;11.5
2016;9;21;1;28;2.44;2.78;8.3
2016;9;21;2;24;2.71;2.58;8.4
2016;9;21;3;28;3.57;3.42;8.8
2016;9;21;4;35;4.95;3.93;8.7
2016;9;21;5;34;5.28;5.9;15.2
2016;9;21;6;33;5.56;5.82;15.8
2016;9;21;7;30;5.19;5.04;14.5
2016;9;21;8;25;4.64;3.5;13.3
2016;9;21;9;17;4.36;2.05;13.1
2016;9;21;10;54;5.97;5.38;13
2016;9;21;11;52;6.84;6.03;12.4
2016;9;21;12;31;7.22;6.38;11.2
2016;9;21;13;29;7.48;6.67;11.2
2016;9;21;14;24;7.67;7.19;11.9
2016;9;21;15;25;7.72;7.41;11.7
2016;9;21;16;28;7.33;6.85;12.5
2016;9;21;17;19;6.68;6.28;13.7
2016;9;21;18;25;5.95;5.06;14.8
2016;9;21;19;22;5.27;3.88;15.5
2016;9;21;20;36;4.43;2.42;16
2016;9;21;21;32;3.34;2.33;16.8
2016;9;21;22;37;2.56;2.06;17.7
2016;9;21;23;29;1.84;1.35;17.3
2016;9;22;0;18;3.97;1.66;11
2016;9;22;1;17;4.33;1.38;5.2
2016;9;22;2;20;4.48;1.23;4.7
2016;9;22;3;22;3.75;0.9;4.3
2016;9;22;4;18;2.39;3.19;4.1
2016;9;22;5;18;3.13;2.58;15.7
2016;9;22;6;30;3.19;2.56;17.2
2016;9;22;7;35;3.2;2.57;15.3
2016;9;22;8;52;4.39;3.19;13.5
2016;9;22;9;49;5.33;4.39;12.8
2016;9;22;10;65;5.52;5.37;11.5
2016;9;22;11;26;5.62;5.67;11.5
2016;9;22;12;28;5.42;5.45;12.5
2016;9;22;13;28;5.29;5.34;13.5
2016;9;22;14;26;4.84;5.17;14.1
2016;9;22;15;18;4.25;4.61;14.3
2016;9;22;16;20;3.19;3.88;13.2
2016;9;22;17;20;2.56;3.05;11.9
2016;9;22;18;19;2;2.15;12
2016;9;22;19;28;1.34;1.36;12.5
2016;9;22;20;24;1.05;0.97;12.8
2016;9;22;21;24;0.66;0.96;12.7
2016;9;22;22;28;0.48;1.44;13.6
2016;9;22;23;23;1.55;2.25;15
2016;9;23;0;23;0.7;0.92;6.5
2016;9;23;1;21;2.65;2.59;5
2016;9;23;2;19;2.69;2.85;4.8
2016;9;23;3;15;2.88;2.81;4.8
2016;9;23;4;16;2.42;2.26;5
2016;9;23;5;20;1.8;2.82;18.1
2016;9;23;6;28;2.08;2.83;19.8
2016;9;23;7;36;1.88;2.61;19.1
2016;9;23;8;27;0.98;1.51;17.3
2016;9;23;9;35;0.51;0.18;15.3
2016;9;23;10;26;1.54;1.62;14.3
2016;9;23;11;28;3.27;2.38;13.9
2016;9;23;12;34;4.27;2.29;14.3
2016;9;23;13;33;4.21;2.61;14.2
2016;9;23;14;30;4.55;2.7;14.4
2016;9;23;15;33;4.43;3.18;15
2016;9;23;16;33;4.31;3.62;15.1
2016;9;23;17;33;3.69;3.55;14.8
2016;9;23;18;29;2.86;2.15;14.9
2016;9;23;19;24;2.51;1.3;15.6
2016;9;23;20;35;2.3;0.78;16.6
2016;9;23;21;46;2.41;0.66;17
2016;9;23;22;36;2.69;0.72;19.9
2016;9;23;23;37;2.43;0.93;25.7
2016;9;24;0;39;2.78;0.89;6.9
2016;9;24;1;29;2.7;0.85;5.4
2016;9;24;2;23;2.33;0.63;5.9
2016;9;24;3;29;2.31;0.85;6.5
2016;9;24;4;25;1.65;0.82;6.7
2016;9;24;5;27;2.56;1.73;21.6
2016;9;24;6;47;1.83;2.22;21.7
2016;9;24;7;25;2.52;2.47;19.8
2016;9;24;8;38;3.59;1.83;16.7
2016;9;24;9;25;4.24;2.19;15.8
2016;9;24;10;32;5.06;2.75;13.7
2016;9;24;11;29;5.5;4.28;11
2016;9;24;12;18;5.84;5.49;10.1
2016;9;24;13;15;5.54;5.94;10.4
2016;9;24;14;15;5.89;5.69;10.9
2016;9;24;15;18;6.52;5.49;10.9
2016;9;24;16;19;6.57;5.34;10
2016;9;24;17;23;6.31;4.44;11
2016;9;24;18;15;5.63;3.55;13.4
2016;9;24;19;23;4.3;2.71;15
2016;9;24;20;19;3.39;1.3;16
2016;9;24;21;22;3.16;1.45;16.9
2016;9;24;22;16;3.58;1.73;17.5
2016;9;24;23;21;3.97;1.99;18.6
2016;9;25;0;25;2.4;2.36;9.8
2016;9;25;1;30;4.21;2.05;12
2016;9;25;2;22;4.22;2.28;12
2016;9;25;3;26;3.99;2.42;12.1
2016;9;25;4;22;3.95;2.47;12.6
2016;9;25;5;25;5.04;2.64;14.2
2016;9;25;6;19;4.85;2.58;14.2
2016;9;25;7;22;5.32;2.08;13.4
2016;9;25;8;20;5.47;2.38;12
2016;9;25;9;22;5.93;2.92;11.9
2016;9;25;10;22;5.96;3.57;12.2
2016;9;25;11;22;6.1;4.4;12.4
2016;9;25;12;27;6.39;6.18;12.5
2016;9;25;13;23;5.64;5.92;12.5
2016;9;25;14;19;5.33;5.24;12.3
2016;9;25;15;21;4.29;4.77;11.8
2016;9;25;16;22;3.38;3.29;11.7
2016;9;25;17;23;2.21;2.88;12
2016;9;25;18;18;3.27;2.41;12.1
2016;9;25;19;17;3.7;2.59;11.9
2016;9;25;20;21;4.47;1.75;13.1
2016;9;25;21;19;3.58;0.96;14.2
2016;9;25;22;22;3.42;0.86;14.9
2016;9;25;23;17;3.64;1.05;14.9
2016;9;26;0;14;3.76;1.04;16.7
2016;9;26;1;13;4.49;2.79;17.5
2016;9;26;2;15;4.46;3.67;18
2016;9;26;3;15;3.87;3.42;18.8
2016;9;26;4;16;3.7;3.26;19.4
2016;9;26;5;18;2.64;2.78;21.2
2016;9;26;6;27;2.62;3.21;20.4
2016;9;26;7;36;2.85;2.82;14.1
2016;9;26;8;40;2.22;2.45;10.6
2016;9;26;9;46;1.64;3.54;10.5
2016;9;26;10;71;2.23;4.67;10.5
2016;9;26;11;31;2.09;2.98;10.2
2016;9;26;12;30;2.62;4.12;10.4
2016;9;26;13;37;3.9;3.64;10.2
2016;9;26;14;32;2.76;3.39;10.1
2016;9;26;15;29;3.13;3.62;9.7
2016;9;26;16;27;3.02;4.98;9.5
2016;9;26;17;25;2.39;4.96;9.9
2016;9;26;18;23;1.15;4.7;10.6
2016;9;26;19;28;0.86;3.69;11.5
2016;9;26;20;27;1.34;3.29;12.2
2016;9;26;21;30;1.13;2.83;13.1
2016;9;26;22;32;0.92;2.46;13.9
2016;9;26;23;22;0.41;2.54;14.5
2016;9;27;0;23;1.17;1.88;16.5
2016;9;27;1;25;0.36;1.8;16.7
2016;9;27;2;23;0.56;1.07;15.6
2016;9;27;3;24;1.02;0.55;14.7
2016;9;27;4;26;1.22;1.18;14.3
2016;9;27;5;29;2.94;1.1;10.7
2016;9;27;6;36;2.58;1.6;13
2016;9;27;7;45;1.88;1.75;15.1
2016;9;27;8;65;1.02;2.33;12.4
2016;9;27;9;72;0.89;2.52;11.7
2016;9;27;10;134;2.23;3.32;11.1
2016;9;27;11;42;2.81;3.25;10.6
2016;9;27;12;41;2.97;3.37;10.3
2016;9;27;13;38;3;2.6;10.5
2016;9;27;14;47;3.05;2.16;11
2016;9;27;15;29;2.86;2.12;11.3
2016;9;27;16;22;2.1;2.23;11.2
2016;9;27;17;30;1.31;1.62;11.5
2016;9;27;18;14;0.77;0.8;13.1
2016;9;27;19;15;0.76;0.52;15.3
2016;9;27;20;17;1.36;1.18;17
2016;9;27;21;17;1.68;0.85;18.7
2016;9;27;22;17;1.77;0.63;18.8
2016;9;27;23;12;1.73;0.72;17.6
2016;9;28;0;10;2.12;0.66;9.9
2016;9;28;1;13;2.4;2.85;16.1
2016;9;28;2;11;2.63;3.04;17.7
2016;9;28;3;9;2.72;2.93;17.5
2016;9;28;4;12;3.29;2.63;16.1
2016;9;28;5;21;4.9;1.01;13.6
2016;9;28;6;21;5.07;1.41;14.2
2016;9;28;7;31;5.39;1.77;13.8
2016;9;28;8;25;5.17;2.26;13.1
2016;9;28;9;20;5.51;2.25;12.8
2016;9;28;10;24;4.85;2.14;12.5
2016;9;28;11;21;4.66;1.05;12.3
2016;9;28;12;26;6.3;3;12.2
2016;9;28;13;27;6.33;3.52;12.3
2016;9;28;14;28;5.1;4.5;12.5
2016;9;28;15;35;4.09;4.4;12.8
2016;9;28;16;35;3.25;4.13;12.8
2016;9;28;17;31;2.69;3.29;12.9
2016;9;28;18;32;1.71;2.12;13.2
2016;9;28;19;32;1.26;0.81;14.3
2016;9;28;20;46;1.36;0.37;16
2016;9;28;21;37;1.4;0.45;17.6
2016;9;28;22;32;1.89;0.61;19.7
2016;9;28;23;26;2.48;1.04;21.2
2016;9;29;0;24;2.85;1.76;17.8
2016;9;29;1;25;3.02;1.76;25.3
2016;9;29;2;25;2.79;1.91;23.7
2016;9;29;3;22;2.95;1.88;22.3
2016;9;29;4;23;3.61;1.99;20.4
2016;9;29;5;30;2.93;2.2;18.6
2016;9;29;6;32;2.46;2.14;18.9
2016;9;29;7;49;1.99;1.7;17.9
2016;9;29;8;28;1.5;0.96;14.7
2016;9;29;9;26;2.02;0.53;14.2
2016;9;29;10;42;2.88;0.68;14.2
2016;9;29;11;29;3.22;1.27;14.3
2016;9;29;12;34;3.22;2.31;14.3
2016;9;29;13;29;3.44;2.95;14.7
2016;9;29;14;19;3.26;3.91;15
2016;9;29;15;17;3.21;3.64;15.8
2016;9;29;16;17;2.82;3.52;16.8
2016;9;29;17;19;2.32;2.97;17.8
2016;9;29;18;18;2.13;2.39;18.5
2016;9;29;19;25;2;1.72;19.2
2016;9;29;20;24;2.28;1.33;21
2016;9;29;21;27;2.47;1.07;22.7
2016;9;29;22;27;1.91;1.29;20.6
2016;9;29;23;27;1.9;2.07;18.9
2016;9;30;0;23;2.05;2.75;15.2
2016;9;30;1;25;1.48;2.33;16.8
2016;9;30;2;18;1.74;2.35;16.4
2016;9;30;3;22;2.02;2.75;17.3
2016;9;30;4;21;1.99;3;17.8
2016;9;30;5;21;2.44;3.35;17.9
2016;9;30;6;25;2.66;3.24;18.6
2016;9;30;7;27;2.84;2.97;16.2
2016;9;30;8;26;3.11;2.3;13.4
2016;9;30;9;26;3.97;3.41;11.7
2016;9;30;10;20;4.45;4.02;11
2016;9;30;11;20;5.05;4.87;10.1
2016;9;30;12;15;5;5.62;9
2016;9;30;13;8;4.29;5.22;8.2
2016;9;30;14;19;4.89;5.11;8.2
2016;9;30;15;18;4.61;5.59;8.2
2016;9;30;16;13;5.1;5.24;8.4
2016;9;30;17;16;5.03;4.97;8
2016;9;30;18;17;5.2;3.9;8.3
2016;9;30;19;30;4.93;3.3;9.5
2016;9;30;20;26;4.87;3.46;12.7
2016;9;30;21;24;4.43;2.77;14
2016;9;30;22;27;4.38;3.11;14
2016;9;30;23;18;5.14;3.24;14
2016;10;1;0;18;4.42;3.18;15.9
2016;10;1;1;21;5.75;3.64;14.7
2016;10;1;2;23;6.16;3.74;13.4
2016;10;1;3;21;5.99;3.64;12.3
2016;10;1;4;17;5.88;3.71;10.7
2016;10;1;5;17;6.9;3.47;9.5
2016;10;1;6;19;6.79;3.72;9.9
2016;10;1;7;19;6.24;3.93;10.2
2016;10;1;8;15;6.65;3.8;9.6
2016;10;1;9;23;7.83;4.8;9.2
2016;10;1;10;14;8.17;6.66;8.6
2016;10;1;11;16;8.31;7.04;8
2016;10;1;12;14;7.95;7.06;7.5
2016;10;1;13;19;7.45;6.57;7.4
2016;10;1;14;21;6.65;6;7.3
2016;10;1;15;15;5.96;6.02;7.3
2016;10;1;16;18;5.61;4.82;7
2016;10;1;17;16;4.44;3.59;6.7
2016;10;1;18;20;3.41;1.93;6.8
2016;10;1;19;15;2.66;0.96;7.1
2016;10;1;20;10;1.8;1.03;7.7
2016;10;1;21;20;1.61;0.76;7.3
2016;10;1;22;24;1.54;0.48;7.1
2016;10;1;23;22;1.93;1.37;6.3
2016;10;2;0;14;2.66;2.15;16
2016;10;2;1;17;2.58;1.9;17.2
2016;10;2;2;23;2.62;1.95;18.8
2016;10;2;3;20;3.14;1.9;22.3
2016;10;2;4;18;3.55;1.93;23.8
2016;10;2;5;19;2.7;1.89;12.7
2016;10;2;6;15;3;2.05;13.6
2016;10;2;7;20;3.67;1.52;11.6
2016;10;2;8;27;3.57;2.13;9.9
2016;10;2;9;21;3.26;2.7;9.4
2016;10;2;10;17;3.99;2.93;8.4
2016;10;2;11;20;4.5;3.28;7.2
2016;10;2;12;19;5.71;4.24;6.7
2016;10;2;13;16;6.38;4.24;6.8
2016;10;2;14;18;6.6;4.11;7.2
2016;10;2;15;6;6.58;4.6;7.7
2016;10;2;16;10;6.11;4.57;8
2016;10;2;17;7;5.42;4.19;8.6
2016;10;2;18;15;4.88;3.83;9.3
2016;10;2;19;15;4.12;3.8;10.4
2016;10;2;20;21;4.3;2.74;10.8
2016;10;2;21;19;4.16;2.57;11
2016;10;2;22;14;3.81;2.05;11.4
2016;10;2;23;19;3.27;2.08;11.3
2016;10;3;0;16;4.02;1.92;18.3
2016;10;3;1;15;3.57;1.96;13.8
2016;10;3;2;13;4.55;2.04;12
2016;10;3;3;15;4.96;2.32;11.7
2016;10;3;4;11;4.86;3.12;13.4
2016;10;3;5;16;4.67;2.8;8.4
2016;10;3;6;17;4.66;2.87;9.4
2016;10;3;7;27;5.03;3.13;8.9
2016;10;3;8;25;5.02;3.25;7.3
2016;10;3;9;24;4.21;3.79;7
2016;10;3;10;23;3.49;4.06;7
2016;10;3;11;16;3.56;4.1;7.3
2016;10;3;12;15;4.58;4.21;7.7
2016;10;3;13;17;5.61;4.03;8.1
2016;10;3;14;22;5.89;4.11;8.6
2016;10;3;15;16;5.39;4.24;9.1
2016;10;3;16;14;4.8;4.54;9.6
2016;10;3;17;17;4.27;4.3;10.6
2016;10;3;18;19;4.27;3.87;11.8
2016;10;3;19;20;3.41;3.44;13.1
2016;10;3;20;19;2.14;2.51;14.8
2016;10;3;21;24;1.99;1.89;16.4
2016;10;3;22;21;1.88;1.07;17.7
2016;10;3;23;19;2.48;0.72;14.6
2016;10;4;0;18;3.54;2.36;22.6
2016;10;4;1;18;3.41;2.98;21.2
2016;10;4;2;13;3.61;3.42;18.9
2016;10;4;3;16;3.82;3.69;17.3
2016;10;4;4;13;3.99;3.71;17
2016;10;4;5;18;3.22;4.28;11
2016;10;4;6;25;3.41;4.28;12.4
2016;10;4;7;25;3.76;4.19;11.7
2016;10;4;8;21;3.23;4.69;10.3
2016;10;4;9;26;3.09;4.23;9.5
2016;10;4;10;16;4.02;2.22;8.9
2016;10;4;11;26;4.97;1.31;9.3
2016;10;4;12;24;5.3;1.77;9.9
2016;10;4;13;23;5.52;2.16;10
2016;10;4;14;24;5.46;2.45;9.9
2016;10;4;15;15;5.13;2.94;9.8
2016;10;4;16;17;4.71;3.24;9.5
2016;10;4;17;18;4.04;2.87;9.4
2016;10;4;18;22;3.36;1.57;10.3
2016;10;4;19;21;2.13;0.88;11.6
2016;10;4;20;27;1.54;0.37;12.6
2016;10;4;21;21;1.61;1.27;13.3
2016;10;4;22;28;1.6;0.86;14.9
2016;10;4;23;18;1.83;0.53;15.1
2016;10;5;0;19;2.74;2.24;15.6
2016;10;5;1;13;2.66;0.9;17.1
2016;10;5;2;14;2.95;2.29;16.1
2016;10;5;3;18;3.32;2.51;15.6
2016;10;5;4;17;3.76;2.33;15.3
2016;10;5;5;22;4.13;2.5;20
2016;10;5;6;33;4.03;2.44;21
2016;10;5;7;69;3.89;2.15;19.6
2016;10;5;8;53;3.17;0.59;18
2016;10;5;9;0;0;0;0
2016;10;5;10;0;0;0;0
2016;10;5;11;0;0;0;0
2016;10;5;12;0;0;0;0
2016;10;5;13;0;0;0;0
2016;10;5;14;0;0;0;0
2016;10;5;15;0;0;0;0
2016;10;5;16;28;6.1;4.64;12
2016;10;5;17;29;5.62;4.2;12.3
2016;10;5;18;27;4.99;3.23;12.9
2016;10;5;19;33;4.62;3.04;13.7
2016;10;5;20;21;4.25;2.45;15
2016;10;5;21;20;3.47;2.26;16.3
2016;10;5;22;16;2.99;2;18.2
2016;10;5;23;13;2.52;1.21;20.2
2016;10;6;0;14;4.15;1.76;13.2
2016;10;6;1;19;1.27;0.55;14.2
2016;10;6;2;12;2.84;0.93;13.7
2016;10;6;3;21;3.31;0.67;12.7
2016;10;6;4;15;4.33;0.65;11.9
2016;10;6;5;18;7.04;1.14;18
2016;10;6;6;19;7.57;1.48;18.3
2016;10;6;7;26;7.61;1.61;18.4
2016;10;6;8;30;7.68;1.05;16.4
2016;10;6;9;40;7.94;1.49;15.4
2016;10;6;10;50;8.27;1.56;15.1
2016;10;6;11;39;8.39;1.43;15.8
2016;10;6;12;36;8.55;2.24;16.3
2016;10;6;13;33;9.07;2.72;16.8
2016;10;6;14;13;8.16;1.94;17.9
2016;10;6;15;16;5.43;4.18;17.3
2016;10;6;16;20;5.2;3.16;14
2016;10;6;17;25;6.34;4.59;10.1
2016;10;6;18;20;6.11;3.45;7.3
2016;10;6;19;19;7.06;2.03;7.2
2016;10;6;20;19;5.52;4;7.2
2016;10;6;21;27;3.45;3.45;8.3
2016;10;6;22;29;2.42;3.11;9.5
2016;10;6;23;25;3.05;3.4;9.4
2016;10;7;0;34;5.19;4.08;11.7
2016;10;7;1;31;2.88;2.36;7.8
2016;10;7;2;32;2.79;2.54;9.8
2016;10;7;3;29;2.7;2.6;9.1
2016;10;7;4;31;3.03;1.66;8.6
2016;10;7;5;34;3.07;1.47;16.9
2016;10;7;6;39;2.95;1.76;17.4
2016;10;7;7;38;2.95;2.03;17.2
2016;10;7;8;47;2.15;0.41;15.1
2016;10;7;9;34;2.68;1.66;11.3
2016;10;7;10;0;0;0;0
2016;10;7;11;0;0;0;0
2016;10;7;12;0;0;0;0
2016;10;7;13;0;0;0;0
2016;10;7;14;0;0;0;0
2016;10;7;15;0;0;0;0
2016;10;7;16;0;0;0;0
2016;10;7;17;28;4.92;3.97;11
2016;10;7;18;27;4.16;3.41;11.1
2016;10;7;19;28;4.33;3.25;11.4
2016;10;7;20;36;3.83;2.59;11.7
2016;10;7;21;34;3.62;1.12;12.1
2016;10;7;22;35;3.4;1.07;12.6
2016;10;7;23;28;3.25;1.48;13.6
2016;10;8;0;30;2.46;1.24;9.1
2016;10;8;1;32;3;2.44;9.4
2016;10;8;2;23;3.05;1.68;9.3
2016;10;8;3;24;3.17;1.35;9
2016;10;8;4;27;2.64;2.73;8.8
2016;10;8;5;33;1.87;1.99;16.8
2016;10;8;6;30;2.24;1.71;19
2016;10;8;7;29;2.47;2.66;20.5
2016;10;8;8;24;2.82;2.91;17.7
2016;10;8;9;36;3.98;3.33;15.1
2016;10;8;10;31;4.32;3.73;15.9
2016;10;8;11;30;5.14;4.27;16.3
2016;10;8;12;28;6.09;5.78;15.9
2016;10;8;13;18;6.78;6.78;16.7
2016;10;8;14;21;7.37;7.74;16
2016;10;8;15;16;7.72;8.22;16.1
2016;10;8;16;18;7.8;8.19;15.8
2016;10;8;17;17;7.77;7.34;15.2
2016;10;8;18;19;8.17;7.31;15
2016;10;8;19;23;7.97;6.95;15
2016;10;8;20;23;7.64;6.52;15.5
2016;10;8;21;17;6.96;5.82;15.7
2016;10;8;22;19;6.49;5.71;15.8
2016;10;8;23;17;5.96;5.15;15.5
2016;10;9;0;14;6.96;6.24;11.6
2016;10;9;1;17;4.84;5.09;10.9
2016;10;9;2;16;4.81;4.63;10.3
2016;10;9;3;16;4.43;4.13;10.1
2016;10;9;4;19;3.86;3.96;10.2
2016;10;9;5;28;3.72;4.07;17.6
2016;10;9;6;21;3.39;3.76;15.9
2016;10;9;7;23;3.64;3.76;13.7
2016;10;9;8;17;3.04;3.53;11.1
2016;10;9;9;27;1.89;3.84;11.1
2016;10;9;10;21;1.35;3.97;12
2016;10;9;11;20;1.32;4.65;12.8
2016;10;9;12;23;2.22;4.79;12.8
2016;10;9;13;18;2.57;4.95;12.9
2016;10;9;14;21;2.77;5.52;13.3
2016;10;9;15;17;3.7;6.12;14.1
2016;10;9;16;20;4.58;6.24;14.4
2016;10;9;17;17;4.7;6.05;14.8
2016;10;9;18;25;4.56;5.77;16.2
2016;10;9;19;15;4.46;5.31;16.9
2016;10;9;20;15;4.29;4.61;17.3
2016;10;9;21;13;4.21;4.56;17.4
2016;10;9;22;15;3.89;4.56;17.4
2016;10;9;23;17;3.43;4.52;18.9
2016;10;10;0;13;3.78;4.05;12.6
2016;10;10;1;17;2.73;3.88;17.2
2016;10;10;2;11;2.83;3.61;18.3
2016;10;10;3;10;2.3;3.58;18.1
2016;10;10;4;18;2.72;4.25;16.9
2016;10;10;5;21;3.79;4.35;14
2016;10;10;6;34;4.2;4.26;14.1
2016;10;10;7;37;4.25;4.32;14.2
2016;10;10;8;75;2.88;4;13.4
2016;10;10;9;58;2.08;3.77;12.7
2016;10;10;10;44;3.45;3.67;11.6
2016;10;10;11;40;3.66;3.98;11.6
2016;10;10;12;22;2.12;3.94;11.4
2016;10;10;13;25;2.6;4.04;11.5
2016;10;10;14;27;2.11;4.15;11.4
2016;10;10;15;21;2.08;3.83;11.2
2016;10;10;16;20;1.96;4.46;11.3
2016;10;10;17;21;2.54;5.21;12.2
2016;10;10;18;21;3.54;4.89;13.4
2016;10;10;19;19;3.08;4.72;14.7
2016;10;10;20;13;2.92;4.05;16.2
2016;10;10;21;16;3.02;3.89;17.6
2016;10;10;22;18;2.74;3.95;18.9
2016;10;10;23;14;2.99;4.06;20.4
2016;10;11;0;14;8.17;6.66;17.6
2016;10;11;1;16;8.31;7.04;21.3
2016;10;11;2;14;7.95;7.06;17.7
2016;10;11;3;19;7.45;6.57;15.1
2016;10;11;4;21;6.65;6;13.1
2016;10;11;5;15;5.96;6.02;26.8
2016;10;11;6;18;5.61;4.82;27.3
2016;10;11;7;16;4.44;3.59;23.9
2016;10;11;8;20;3.41;1.93;17.4
2016;10;11;9;15;2.66;0.96;14.4
2016;10;11;10;35;1.16;4.39;13.3
2016;10;11;11;25;1.02;5.34;12.6
2016;10;11;12;29;0.49;5.25;12.6
2016;10;11;13;34;2.74;4.89;12.4
2016;10;11;14;25;5.42;5.19;12.7
2016;10;11;15;29;5.07;5.11;13.7
2016;10;11;16;23;4.32;5.32;14.3
2016;10;11;17;21;1.19;4.74;15.2
2016;10;11;18;20;2.67;2.63;16.9
2016;10;11;19;23;1.6;2.48;19.3
2016;10;11;20;26;1.04;1.98;20.3
2016;10;11;21;29;1.77;0.62;21.2
2016;10;11;22;15;2.74;0.17;20.6
2016;10;11;23;19;2.71;2.18;19.2
2016;10;12;0;10;1.8;1.03;3
2016;10;12;1;20;1.61;0.76;9.3
2016;10;12;2;24;1.54;0.48;9.4
2016;10;12;3;22;1.93;1.37;9.9
2016;10;12;4;17;3.8;4.16;10.4
2016;10;12;5;24;3.56;4.19;10.9
2016;10;12;6;32;3.75;4.39;13.3
2016;10;12;7;23;4.49;4.67;13.7
2016;10;12;8;28;5.37;4.2;12.5
2016;10;12;9;25;6.2;3.91;12.1
2016;10;12;10;28;6.61;5.85;12
2016;10;12;11;13;6.94;5.39;11.9
2016;10;12;12;15;7.74;5.62;11.7
